account,artist,song_name,song_rank
BBBBBBBBBB,Calvin Harris,We'll Be Coming Back (R3hab EDC NYC Remix),0
BBBBBBBBBB,Deorro,Yee / We'll Be Coming Back (Hardwell Mashup),0
BBBBBBBBBB,GOT7,여보세요,0
BBBBBBBBBB,Gary,Mr. Gae,0
BBBBBBBBBB,Tablo,밑바닥에서,0
BBBBBBBBBB,SE7EN,와줘..,0
BBBBBBBBBB,Geeks,Officially Missing You,0
BBBBBBBBBB,東方神起,Love Again,0
BBBBBBBBBB,B.A.P,With You,0
BBBBBBBBBB,Lil Wayne,Love Me,0
BBBBBBBBBB,Jimmy Edgar,Physical Motion,0
BBBBBBBBBB,성시경,너의 모든 순간,0
花啦啦tt,Cyndi Lauper,True Colors,0
花啦啦tt,林忆莲,失踪,0
花啦啦tt,林忆莲,远走高飞,0
花啦啦tt,林忆莲,词不达意,0
花啦啦tt,Tracy Chapman,Sing For You  ,0
花啦啦tt,Paloma Faith,Other Woman,0
花啦啦tt,Nightwish,Over the Hills and Far Away,0
花啦啦tt,Jesca Hoop,Fixit Men,0
花啦啦tt,Sixx: A.M.,Skin,0
草帽儿姑娘,薛凯琪,Better Me(国语),0
十上設計的sanmao,Cara Dillon,There Were Roses,0
十上設計的sanmao,Joe Hisaishi,千尋のワルツ,0
十上設計的sanmao,小野リサ,何日君再来<中国>,0
十上設計的sanmao,Paula DeAnda,Good Girl,0
十上設計的sanmao,Taw,가을로,0
十上設計的sanmao,姚斯婷 ,Speak Softly Love,0
十上設計的sanmao,Keyshia Cole,Fallin' Out,0
十上設計的sanmao,LOVE PSYCHEDELICO,all over love,0
十上設計的sanmao,Kay B,Don't U Walk Away,0
十上設計的sanmao,Clazziquai,After Love,0
十上設計的sanmao,Bandari,Mars and Venus,0
十上設計的sanmao,Pharrell,Despicable Me,0
十上設計的sanmao,王菀之,Love Has It All (英),0
十上設計的sanmao,July,사랑에 베이다,0
十上設計的sanmao,Joe Hisaishi,空中散歩,0
十上設計的sanmao,冯曦妤,Forever Friends ,0
十上設計的sanmao,Laura Branigan,Maybe I Love You,0
十上設計的sanmao,The Cranberries,Dying in the Sun,0
十上設計的sanmao,雨非,滴答,0
十上設計的sanmao,Jason Mraz,I'm Yours,0
十上設計的sanmao,Natalie,Goin' Crazy,0
十上設計的sanmao,Lady & Bird,La Ballade Of Lady & Bird,0
十上設計的sanmao,Giulia,Ce Frumoasa E Iubirea,0
十上設計的sanmao,New Ridaz,Sometimes I Cry,0
十上設計的sanmao,Uffie,Pop The Glock,0
十上設計的sanmao,灰子,灰鸟 (Live),0
十上設計的sanmao,Mr.Miss,先生小姐那些事 (Live),0
十上設計的sanmao,吕纬青,光的版图 (Live) ,0
十上設計的sanmao,杨含奇,港湾 (Live) ,0
十上設計的sanmao,玺儿,无尽的旅途 (Live) ,0
十上設計的sanmao,王飞,城堡 (Live) ,0
十上設計的sanmao,陈蕾,谁搞的情人节 (Live) ,0
十上設計的sanmao,西安老钱,今天我疯了 (Live) ,0
十上設計的sanmao,金虎,爱一直都在 (Live) ,0
十上設計的sanmao,李夏,今宵列车 (Live) ,0
十上設計的sanmao,陈媛,带我走好吗 (Live),0
十上設計的sanmao,李巍,高点 (Live),0
十上設計的sanmao,雷刚,永远年轻 (Live),0
十上設計的sanmao,唐茉菡,美梦成真 (Live),0
十上設計的sanmao,王青鹏,棒三狗 (Live),0
十上設計的sanmao,吴琼,献给爱丽丝 (Live),0
十上設計的sanmao,杨炅翰,那里是哪里 (Live),0
十上設計的sanmao,AJ张杰,我只想写首开心的歌 (Live),0
十上設計的sanmao,丁钰,老包 (Live),0
十上設計的sanmao,金玟岐,爱呀 (Live),0
十上設計的sanmao,宋媛媛,I Am Yes I Am No (Live),0
十上設計的sanmao,张过年,辛酸超人,0
十上設計的sanmao,张过年,只有我,0
十上設計的sanmao,张过年,列车,0
十上設計的sanmao,张过年,世界,0
donglingyu,Katy Perry,Unconditionally,0
donglingyu,One Direction,Story of My Life,0
donglingyu,Gary Barlow,Let Me Go,0
donglingyu,Bastille,Of the Night,0
donglingyu,Mariah Carey,All I Want for Christmas Is You,0
donglingyu,The Pogues,Fairytale Of New York,0
donglingyu,Martin Garrix,Animals (Original Mix),0
donglingyu,Calvin Harris,Under Control,0
donglingyu,AWOLNATION,Sail,0
donglingyu,Little Mix,Move,0
donglingyu,Ed Sheeran,I See Fire,0
donglingyu,Lady Gaga,Do What U Want,0
donglingyu,Lorde,Royals,0
donglingyu,Eminem,The Monster,0
donglingyu,Jason DeRulo,Trumpets,0
donglingyu,Ellie Goulding,How Long Will I Love You (Official BBC Children In Need 2013),0
donglingyu,OneRepublic,Counting Stars,0
donglingyu,Katy Perry,Roar,0
donglingyu,Sam Bailey,Skyscraper,0
donglingyu,Pharrell Williams,Happy,0
donglingyu,Leona Lewis,One More Sleep,0
donglingyu,AC/DC,Highway to Hell,0
donglingyu,Avicii,Hey Brother,0
donglingyu,Lily Allen,Somewhere Only We Know,0
donglingyu,Kenny G,Jasmine Flower,0
十上設計的sanmao,Cara Dillon,There Were Roses,0
十上設計的sanmao,Joe Hisaishi,千尋のワルツ,0
十上設計的sanmao,小野リサ,何日君再来<中国>,0
十上設計的sanmao,Paula DeAnda,Good Girl,0
十上設計的sanmao,Taw,가을로,0
十上設計的sanmao,姚斯婷 ,Speak Softly Love,0
十上設計的sanmao,Keyshia Cole,Fallin' Out,0
十上設計的sanmao,LOVE PSYCHEDELICO,all over love,0
十上設計的sanmao,Kay B,Don't U Walk Away,0
十上設計的sanmao,Clazziquai,After Love,0
十上設計的sanmao,Bandari,Mars and Venus,0
十上設計的sanmao,Pharrell,Despicable Me,0
十上設計的sanmao,王菀之,Love Has It All (英),0
十上設計的sanmao,July,사랑에 베이다,0
十上設計的sanmao,Joe Hisaishi,空中散歩,0
十上設計的sanmao,冯曦妤,Forever Friends ,0
十上設計的sanmao,Laura Branigan,Maybe I Love You,0
十上設計的sanmao,The Cranberries,Dying in the Sun,0
十上設計的sanmao,雨非,滴答,0
十上設計的sanmao,Jason Mraz,I'm Yours,0
十上設計的sanmao,Natalie,Goin' Crazy,0
十上設計的sanmao,Lady & Bird,La Ballade Of Lady & Bird,0
十上設計的sanmao,Giulia,Ce Frumoasa E Iubirea,0
十上設計的sanmao,New Ridaz,Sometimes I Cry,0
十上設計的sanmao,Uffie,Pop The Glock,0
donglingyu,Richard Clayderman,Cara Mia ,0
donglingyu,Miley Cyrus,Wrecking Ball,0
donglingyu,James Blunt,Bonfire Heart,0
kpsy,BwO,Sunshine in the Rain,0
kpsy,Above &amp,Giving It Out ,0
kpsy,Bananarama,I Heard A Rumour,0
kpsy,Various Artists,Trance In Motion - Sensual Breath 015,0
kpsy,Far East Movement,Boomshake,0
kpsy,Solid Sessions,Janeiro (Chiller Twist Blue Line Remix),0
kpsy,Lian Ross,Don't You Go Away,0
kpsy,Take That,How Deep Is Your Love,0
kpsy,Madonna,Vogue (12' Version),0
kpsy,DJ Project,Lacrimi de inger,0
kpsy,梁静茹,会呼吸的痛,0
kpsy,蔡健雅,Beautiful Love,0
kpsy,Ennio Morricone,Il Buono il Brutto il Cattivo (Titoli),0
kpsy,Света Светикова,Не вдвоем,0
kpsy,Jessica Simpson,When You Told Me You Loved Me,0
kpsy,Jaci Velasquez,Imagine Me Without You,0
kpsy,Tonya Mitchell,Turn Around,0
kpsy,Tonya Mitchell,Stay,0
kpsy,Joy Enriquez,Losin' the Love,0
kpsy,Enigma,We Are Nature,0
kpsy,Erotic Dreams,Temple Of Love,0
kpsy,Seven,Go to War,0
kpsy,Martin Roth,Beautiful Life (Original Mix),0
kpsy,Faithless,Not Going Home (Armin van Buuren Radio Edit),0
kpsy,Nadia Ali,Rapture (Avicii New Generation Radio Edit),0
薏仁欣,霍尊,卷珠帘 (Live) ,0
薏仁欣,霍尊,卷珠帘 (新编版Live),0
薏仁欣,宮野真守,BE,0
薏仁欣,群星,亨德尔: 快乐的铁匠,0
薏仁欣,Bobby Short,If I Were a Bell,0
薏仁欣,Various Artists,"Cavatina (From ""The Deer Hunter"")",0
付是实德球迷__,Jason Mraz,I'm Yours,0
付是实德球迷__,RubberBand,心照一生,0
付是实德球迷__,白安,是什么让我遇见这样的你,0
donglingyu,Katy Perry,Unconditionally,0
donglingyu,One Direction,Story of My Life,0
donglingyu,Gary Barlow,Let Me Go,0
donglingyu,Bastille,Of the Night,0
donglingyu,Mariah Carey,All I Want for Christmas Is You,0
donglingyu,The Pogues,Fairytale Of New York,0
donglingyu,Martin Garrix,Animals (Original Mix),0
donglingyu,Calvin Harris,Under Control,0
donglingyu,AWOLNATION,Sail,0
donglingyu,Little Mix,Move,0
donglingyu,Ed Sheeran,I See Fire,0
donglingyu,Lady Gaga,Do What U Want,0
donglingyu,Lorde,Royals,0
donglingyu,Eminem,The Monster,0
donglingyu,Jason DeRulo,Trumpets,0
donglingyu,Ellie Goulding,How Long Will I Love You (Official BBC Children In Need 2013),0
donglingyu,OneRepublic,Counting Stars,0
donglingyu,Katy Perry,Roar,0
donglingyu,Sam Bailey,Skyscraper,0
donglingyu,Pharrell Williams,Happy,0
donglingyu,Leona Lewis,One More Sleep,0
donglingyu,AC/DC,Highway to Hell,0
donglingyu,Avicii,Hey Brother,0
donglingyu,Lily Allen,Somewhere Only We Know,0
donglingyu,Kenny G,Jasmine Flower,0
kpsy,Chuckie,Let The Bass Kick,0
kpsy,George Thorogood &amp,Bad To The Bone,0
kpsy,Sidney Samson,Riverside,0
kpsy,T.Raumschmiere  ,Nietenbolzen,0
kpsy,Metro Area  ,Miura,0
kpsy,Various Artists,Daddy's Little Girl,0
kpsy,Various Artists,X-Cella-8,0
kpsy,Ursula 1000,Star Machine,0
kpsy,Yolanda Be Cool,Afro Nuts (original),0
kpsy,Télépopmusik,Breathe,0
kpsy,Massive Attack,Dissolved Girl,0
kpsy,Selena Gomez & The Scene,Love You Like A Love Song,0
kpsy,丁当,猜不透,0
kpsy,韩雪,飘雪,0
kpsy,王力宏,你不在,0
kpsy,林宥嘉,说谎,0
kpsy,Sarah Connor,Just One Last Dance,0
kpsy,Chris Brown,Forever,0
kpsy,张韶涵,"亲爱的,那不是爱情",0
kpsy,Wise Hand,Timeless,0
kpsy,Jordyn Taylor,Say,0
kpsy,Biscaine,Sunrise At Paradise Beach,0
kpsy,DJ Project,Privirea ta,0
kpsy,P!nk,Perfect,0
kpsy,Various Artists,Owner Of A Lonely Heart - Max Graham vs Yes,0
kpsy,E. Pravdica,Tell Me,0
kpsy,The Scorpions,Wind Of Change,0
kpsy,Michael Bolton,How Am I Supposed To Live Without You,0
kpsy,Various Artists,More Than A Kiss【歌手 Michael Bedford,0
kpsy,Technotronic,Get Up,0
kpsy,Unlimited,Get Ready For This,0
kpsy,Kelis,Lil Star,0
kpsy,"Timbaland, Justin Timberlake, Nelly Furtado",Give It To Me,0
kpsy,Timbaland Feat One Republic,Apologize,0
劫他手,张敬轩,老了十岁 (Live),0
劫他手,Super Junior-M,幸福微甜,4
劫他手,Super Junior-M,太完美,4
劫他手,Super Junior,응결 (Coagulation),4
劫他手,Super Junior,여행(A Short Journey),4
劫他手,Super Junior,진심 (All My Heart),4
劫他手,Super Junior,너같은사람 또 없어 (No Other),4
劫他手,Super Junior-M,命运线,4
劫他手,Super Junior,좋은사람 (Good Person),4
劫他手,동해 &amp,I Wanna Love You (Live),4
劫他手,莫文蔚,忽然之间,4
劫他手,高梨康治,あいぞめ piano version,5
softsky,逃跑计划,夜空中最亮的星,0
softsky,江美琪,拥抱,0
softsky,蔡旻佑,怎么爱你都不够,0
softsky,刘瑞琦,房间,0
softsky,曲婉婷,我为你歌唱,0
softsky,梁静茹,属于,0
softsky,跳房子,When I think of you,0
softsky,曲婉婷,爱的海洋,0
softsky,Sara Bareilles,Brave,0
softsky,Hayley Westenra,Twinkle Twinkle,0
softsky,张震岳,抱着你,0
softsky,YUI,Feel My Soul(Yui Acoustic Version),0
softsky,陶喆,寂寞的季节,0
softsky,陈奕迅,全世界失眠,0
softsky,2R,Shining Friends,0
softsky,林宥嘉,说谎,0
softsky,刘惜君,星,0
softsky,刘惜君,南海姑娘,0
softsky,蔡旻佑,我可以,0
softsky,Five for Fighting,Superman (It's Not Easy),0
softsky,廖语晴,爱 喔爱,0
softsky,小5,那时年少,0
softsky,Ellery,Someone To Say It To,0
softsky,陈奕迅,信任,0
softsky,陈奕迅,抱拥这分钟 (Live),0
softsky,叶倩文,不要对他说 (Live) ,0
softsky,林颐,墨尔本的翡翠,0
softsky,苏打绿,无眠 (国语版),0
softsky,周迅,春天,0
softsky,陶喆,Melody,0
softsky,陈势安,势在必行,0
softsky,苏打绿,小情歌,0
softsky,Zac Brown Band,Goodbye In Her Eyes,0
softsky,Maroon 5,Sad,0
softsky,Émilie Simon,To the Dancers in the Rain,0
softsky,范玮琪,弹起来,0
softsky,李拾壹,What's Behind,0
softsky,曲婉婷,我的歌声里 (Original Version),0
softsky,森山直太朗,ヨーソロー,0
softsky,CHAGE&ASKA,On Your Mark,0
softsky,齐豫,观世音菩萨发愿偈·大悲咒,0
softsky,自然卷,天气晴,0
softsky,YUI,Rolling Star,0
softsky,The Ting Tings,That's Not My Name,0
softsky,MIKA,Lollipop,0
softsky,逃跑计划,夜空中最亮的星,0
softsky,江美琪,拥抱,0
softsky,蔡旻佑,怎么爱你都不够,0
softsky,刘瑞琦,房间,0
softsky,曲婉婷,我为你歌唱,0
softsky,梁静茹,属于,0
softsky,跳房子,When I think of you,0
softsky,曲婉婷,爱的海洋,0
softsky,Sara Bareilles,Brave,0
softsky,Hayley Westenra,Twinkle Twinkle,0
softsky,张震岳,抱着你,0
softsky,YUI,Feel My Soul(Yui Acoustic Version),0
softsky,陶喆,寂寞的季节,0
softsky,陈奕迅,全世界失眠,0
softsky,2R,Shining Friends,0
softsky,林宥嘉,说谎,0
softsky,刘惜君,星,0
softsky,刘惜君,南海姑娘,0
softsky,蔡旻佑,我可以,0
softsky,Five for Fighting,Superman (It's Not Easy),0
softsky,廖语晴,爱 喔爱,0
softsky,小5,那时年少,0
softsky,Ellery,Someone To Say It To,0
softsky,陈奕迅,信任,0
softsky,陈奕迅,抱拥这分钟 (Live),0
淳于冰汐,Air,Playground Love,5
淳于冰汐,陶晶莹,单身旅记,0
淳于冰汐,陈奕迅,阿怪,0
淳于冰汐,刘明辉,寂寞难耐 (Live),0
淳于冰汐,艾怡良,坚固柔情 (Live),0
淳于冰汐,Elysian Fields,Black Acres,0
淳于冰汐,Eva Cassidy,Over The Rainbow,0
淳于冰汐,Sopor Æternus & the Ensemble of Shadows,No-one is there,0
淳于冰汐,Leonard Cohen,Dear Heather,5
淳于冰汐,moumoon,Sunshine Girl,5
淳于冰汐,I Am Robot and Proud,Mexico City ,3
淳于冰汐,Lil' Eddie,Statue,3
淳于冰汐,Portishead,Airbus Reconstruction,5
淳于冰汐,Portishead,Sour Sour Times,4
lliu,As One,미안해야 하는거니,0
lliu,ハンバート ハンバート,1時間  ,0
lliu,阿桑,受了点伤,0
lliu,张学友,我真的受伤了,0
lliu,陈奕迅,你的背包,0
lliu,孙燕姿,愚人的国度,0
lliu,Sarah Connor,Just One Last Dance(Radio Version),0
lliu,张惠妹,如果你也听说,0
lliu,蓝又时,孤单心事,0
lliu,陈绮贞,旅行的意义,0
lliu,梁静茹,夜夜夜夜 (Live),0
淳于冰汐,moumoon,Sunshine Girl,5
æ,Rist,rain,0
æ,heRajiKa Tracks,Shigure,0
æ,Elizabeth Mitchell,"Little Bird, Little Bird",0
æ,Water Water Camel,くびなし,0
æ,秋山羊子,どん,0
æ,上野樹里,おなら体操,0
æ,Toe,グッドバイ,0
æ,DEPAPEPE,いい日だったね。  ,0
æ,Cargo,For The Light,0
æ,南壽あさ子,回遊魚の原風景,0
æ,ハンバート ハンバート,今晩はお月さん  ,4
æ,Freetempo,Beautiful World,5
æ,chimneycrow,typhoon! (...and let's dance),0
æ,Lorna,Understanding Heavy Metal Parts I and II,0
æ,Vetiver,The Swimming Song ,4
æ,No. 9,Good morning,4
æ,Joe Hisaishi,The Rain,4
æ,Joe Hisaishi,Summer,4
æ,Joe Hisaishi,崖の上のポニョ(映画バージョン)歌：藤岡藤巻と大橋のぞみ  ,4
æ,Joe Hisaishi,となりのトトロ,4
æ,日本群星,Wind Forest (My Neighbor Totoro),4
æ,邵容,Bamboo Dance,4
æ,Otokaze,Where'd You Go -otokaze remix1-,4
æ,Nujabes,Mystline,4
æ,Little West,Rainy Sunday - セカンド・アナログ・レコードのカップリング曲,4
æ,原声带,嘿咻嘿咻bobo的幽默曲,0
æ,DAISHI DANCE,Re...Japanesque,5
æ,菅野よう子,She Said,4
æ,菅野よう子,Lucie Est Amoureuse,4
æ,小田和正,ラブストーりーは突然に-,0
æ,Mongol 800,小さな恋のうた,0
æ,Rie fu,Life is Like a Boat,4
æ,土岐麻子,Magic Moments,4
æ,Senpai,Suzuka,0
æ,S.E.N.S.,風のように,0
æ,菅野よう子,She,4
æ,梶浦由記,everytime you kissed me,0
æ,Spitz,空も飛べるはず,0
æ,群星,Drip Drip Drip,4
æ,さよならポニーテール,12月のUFO,0
æ,Razorlight,Who Needs Love?,0
æ,原田知世,Say You Love Me,4
æ,音の情景,Playground,4
æ,Chara,Sunday Park,0
æ,Wham!,Last Christmas,0
æ,canappeco,散歩     ,0
æ,FIELD OF VIEW,突然,0
æ,Water Water Camel,甲州夜曲,0
æ,Rist,rain,0
æ,heRajiKa Tracks,Shigure,0
æ,Elizabeth Mitchell,"Little Bird, Little Bird",0
æ,Water Water Camel,くびなし,0
æ,秋山羊子,どん,0
æ,上野樹里,おなら体操,0
æ,Toe,グッドバイ,0
æ,DEPAPEPE,いい日だったね。  ,0
æ,Cargo,For The Light,0
æ,南壽あさ子,回遊魚の原風景,0
æ,ハンバート ハンバート,今晩はお月さん  ,4
æ,Freetempo,Beautiful World,5
æ,chimneycrow,typhoon! (...and let's dance),0
æ,Lorna,Understanding Heavy Metal Parts I and II,0
æ,Vetiver,The Swimming Song ,4
æ,No. 9,Good morning,4
æ,Joe Hisaishi,The Rain,4
æ,Joe Hisaishi,Summer,4
æ,Joe Hisaishi,崖の上のポニョ(映画バージョン)歌：藤岡藤巻と大橋のぞみ  ,4
æ,Joe Hisaishi,となりのトトロ,4
æ,日本群星,Wind Forest (My Neighbor Totoro),4
æ,邵容,Bamboo Dance,4
æ,Otokaze,Where'd You Go -otokaze remix1-,4
æ,Nujabes,Mystline,4
æ,Little West,Rainy Sunday - セカンド・アナログ・レコードのカップリング曲,4
太阳你爸爸,Norah Jones,Kentucky,0
太阳你爸爸,五月天,你不是真正的快乐,0
太阳你爸爸,Blindfold,Ofsi,0
太阳你爸爸,何欣穗,于是,0
太阳你爸爸,The Click Five,Good Day,0
太阳你爸爸,Otis Redding,(Sittin' On) The Dock of the Bay,0
太阳你爸爸,Chris Lake,Helium (Radio Edit]),0
太阳你爸爸,Madilyn Bailey,Titanium,0
太阳你爸爸,Walter Beasley,Grace,0
太阳你爸爸,Vladimir Ashkenazy,"Frédéric Chopin: Waltz No.1 in E flat, Op.18 - ""Grande valse brillante""",0
太阳你爸爸,Aaron Carter,I'm All About You,0
太阳你爸爸,陈奕迅,陀飞轮 (Live) ,0
太阳你爸爸,Augustana,Boston,0
太阳你爸爸,Keane,Somewhere Only We Know,0
太阳你爸爸,Wolf Gang,Lions In Cages,0
太阳你爸爸,Robin Thicke,Blurred Lines,0
太阳你爸爸,Nelly,Get Like Me,0
太阳你爸爸,周华健,神话·情话,0
太阳你爸爸,Three Days Grace,Pain,0
太阳你爸爸,Drake,F**kin' Problems,0
太阳你爸爸,いしわたり淳治,神様のいうとおり,0
太阳你爸爸,Russian Red,Michael P,0
太阳你爸爸,坂本龍一,Merry Christmas Mr. Lawrence,0
太阳你爸爸,Yann Tiersen,Comptine d'un autre été: L'Après-midi,0
太阳你爸爸,Kashiwa Daisuke,A Rainy Morning ~Main Title~,0
有多远走多远,陶喆,爱，很简单,5
有多远走多远,Blazo,Righteous Path,4
有多远走多远,Matthew Lien,Bressanone  ,5
有多远走多远,The Downtown Fiction,I Just Wanna Run,5
有多远走多远,Matthew Lien,Maame Asaase,5
有多远走多远,群星,森林狂想曲,5
有多远走多远,Train,"Hey, Soul Sister",4
有多远走多远,许巍,蓝莲花,5
有多远走多远,许巍,时光,5
有多远走多远,群星,天籁森林(广播主打曲),5
有多远走多远,Matthew Lien,Bressanone  ,5
张曦,许巍,纯真,0
张曦,马格,女孩与四重奏,0
张曦,李宗盛,爱的代价 (Live),0
张曦,张震岳,抱着你,0
张曦,谢和弦,对你爱不完,0
张曦,张震岳,小宇,0
张曦,张学友,你最珍贵,0
张曦,赵薇,好想好想,0
张曦,冯玮君,一直在找一个人,0
张曦,花粥,屌丝之歌,0
张曦,许飞,你如今好吗,0
张曦,陶喆,爱，很简单,0
张曦,张学友,烦恼歌,0
张曦,张学友,爱很简单,0
张曦,汪峰,一起摇摆,0
张曦,刘德华,笨小孩,0
张曦,张赫宣,假行僧,0
张曦,张赫宣,你把我灌醉,0
张曦,丁当,幸福的可能,0
张曦,苏打绿,我好想你,0
张曦,张宇,心术,0
张曦,齐秦,夜夜夜夜,0
张曦,濱剛,あした来る日~想い出のピアノ,0
张曦,林志炫,烟花易冷 (Live),0
张曦,Andrew McMahon,Synesthesia,0
Sin,Luis Bacalov,Django (Main Theme),0
Sin,Peter Greene,Bring Out the Gimp/Comanche,0
Sin,Anthony Hamilton,Freedom,0
Sin,Maria de Medeiros,"Zed's Dead, Baby/Bullwinkle Part II",0
Sin,Defuntos,Os Lamentos da Noite,0
Sin,Wintersun,Beyond the Dark Sun,0
Sin,Aäkon Këëtrëh,Until The Twilight,0
Sin,Krief de Soli,Vita Memoriae - Exordium Sanctus,0
Sin,Krief de Soli,Deo Volente... Caelo Tegi,0
Sin,Krief de Soli,Vita Memoriae - Apogaeus Rerum Vitae,0
Sin,Krief de Soli,Náscentés Morimúr,0
Sin,Abysmal Growls of Despair,All These Wrong Things,0
Sin,Abysmal Growls of Despair,Silencing Ensemble,0
Sin,Abysmal Growls of Despair,Eternal Lament,0
Sin,Abysmal Growls of Despair,Intro,0
Sin,Esoteric,Abandonment,0
Sin,Esoteric,Esoteric,0
Sin,Atra,Seven Plagues by Seven Centuries,0
Sin,Forgotten Tomb,Steal My Corpse,0
Sin,Forgotten Tomb,Scars,0
Sin,Forgotten Tomb,House of Nostalgia,0
Sin,Forgotten Tomb,Nightfrost,0
Sin,Angantyr,I Forfædres Fodspor,0
Sin,Angantyr,Thulens Ord,0
Sin,Angantyr,Intelhedens Larm ,0
Mulcully,Peggy Lee,Fly Me to the Moon,0
Mulcully,Nancy Sinatra,Summer Wine,0
